Duration,[0],[0 1],[0 2],[0 3],[0 4],[0 5],[0 6],[0 1 2],[0 1 3],[0 1 4],[0 1 5],[0 1 6],[0 2 4],[0 2 5],[0 2 6],[0 2 7],[0 3 6],[0 3 7],[0 4 8],[0 1 2 3],[0 1 2 4],[0 1 2 5],[0 1 2 6],[0 1 2 7],[0 1 3 4],[0 1 3 5],[0 1 3 6],[0 1 3 7],[0 1 4 5],[0 1 4 6],[0 1 4 7],[0 1 4 8],[0 1 5 6],[0 1 5 7],[0 1 5 8],[0 1 6 7],[0 2 3 5],[0 2 3 6],[0 2 3 7],[0 2 4 6],[0 2 4 7],[0 2 4 8],[0 2 5 7],[0 2 5 8],[0 2 6 8],[0 3 4 7],[0 3 5 8],[0 3 6 9],[0 1 2 3 4],[0 1 2 3 5],[0 1 2 3 6],[0 1 2 3 7],[0 1 2 4 5],[0 1 2 4 6],[0 1 2 4 7],[0 1 2 4 8],[0 1 2 5 6],[0 1 2 5 7],[0 1 2 5 8],[0 1 2 6 7],[0 1 2 6 8],[0 1 3 4 6],[0 1 3 4 7],[0 1 3 4 8],[0 1 3 5 6],[0 1 3 5 7],[0 1 3 5 8],[0 1 3 6 7],[0 1 3 6 8],[0 1 3 6 9],[0 1 3 7 8],[0 1 4 5 7],[0 1 4 5 8],[0 1 4 6 8],[0 1 4 6 9],[0 1 4 7 8],[0 2 3 4 6],[0 2 3 4 7],[0 2 3 5 7],[0 2 3 5 8],[0 2 3 6 8],[0 2 4 5 8],[0 2 4 6 8],[0 2 4 6 9],[0 2 4 7 9],[0 3 4 5 8],[0 1 2 3 4 5],[0 1 2 3 4 6],[0 1 2 3 4 7],[0 1 2 3 4 8],[0 1 2 3 5 6],[0 1 2 3 5 7],[0 1 2 3 5 8],[0 1 2 3 6 7],[0 1 2 3 6 8],[0 1 2 3 6 9],[0 1 2 3 7 8],[0 1 2 4 5 6],[0 1 2 4 5 7],[0 1 2 4 5 8],[0 1 2 4 6 7],[0 1 2 4 6 8],[0 1 2 4 6 9],[0 1 2 4 7 8],[0 1 2 4 7 9],[0 1 2 5 6 7],[0 1 2 5 6 8],[0 1 2 5 6 9],[0 1 2 5 7 8],[0 1 2 5 7 9],[0 1 2 6 7 8],[0 1 3 4 5 7],[0 1 3 4 5 8],[0 1 3 4 6 7],[0 1 3 4 6 8],[0 1 3 4 6 9],[0 1 3 4 7 8],[0 1 3 4 7 9],[0 1 3 5 6 8],[0 1 3 5 6 9],[0 1 3 5 7 8],[0 1 3 5 7 9],[0 1 3 5 8 9],[0 1 3 6 7 9],[0 1 3 6 8 9],[0 1 4 5 6 8],[0 1 4 5 8 9],[0 1 4 6 7 9],[0 2 3 4 5 7],[0 2 3 4 5 8],[0 2 3 4 6 8],[0 2 3 4 6 9],[0 2 3 5 6 8],[0 2 3 5 7 9],[0 2 4 5 7 9],[0 2 4 6 8 10],[0 1 2 3 4 5 6],[0 1 2 3 4 5 7],[0 1 2 3 4 5 8],[0 1 2 3 4 6 7],[0 1 2 3 4 6 8],[0 1 2 3 4 6 9],[0 1 2 3 4 7 8],[0 1 2 3 4 7 9],[0 1 2 3 5 6 7],[0 1 2 3 5 6 8],[0 1 2 3 5 6 9],[0 1 2 3 5 7 8],[0 1 2 3 5 7 9],[0 1 2 3 5 8 9],[0 1 2 3 6 7 8],[0 1 2 3 6 7 9],[0 1 2 4 5 6 8],[0 1 2 4 5 6 9],[0 1 2 4 5 7 8],[0 1 2 4 5 7 9],[0 1 2 4 5 8 9],[0 1 2 4 6 7 8],[0 1 2 4 6 7 9],[0 1 2 4 6 8 9],[0 1 2 4 6 8 10],[0 1 2 4 7 8 9],[0 1 2 5 6 8 9],[0 1 3 4 5 6 8],[0 1 3 4 5 7 8],[0 1 3 4 5 7 9],[0 1 3 4 6 7 9],[0 1 3 4 6 8 9],[0 1 3 4 6 8 10],[0 1 3 5 6 7 9],[0 1 3 5 6 8 10],[0 2 3 4 5 6 8],[0 2 3 4 5 7 9],[0 2 3 4 6 7 9],[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 8],[0 1 2 3 4 5 6 9],[0 1 2 3 4 5 7 8],[0 1 2 3 4 5 7 9],[0 1 2 3 4 5 8 9],[0 1 2 3 4 6 7 8],[0 1 2 3 4 6 7 9],[0 1 2 3 4 6 8 9],[0 1 2 3 4 6 8 10],[0 1 2 3 4 7 8 9],[0 1 2 3 5 6 7 8],[0 1 2 3 5 6 7 9],[0 1 2 3 5 6 8 9],[0 1 2 3 5 6 8 10],[0 1 2 3 5 7 8 9],[0 1 2 3 5 7 8 10],[0 1 2 3 6 7 8 9],[0 1 2 4 5 6 7 9],[0 1 2 4 5 6 8 9],[0 1 2 4 5 6 8 10],[0 1 2 4 5 7 8 9],[0 1 2 4 5 7 8 10],[0 1 2 4 5 7 9 10],[0 1 2 4 6 7 8 10],[0 1 3 4 5 6 7 9],[0 1 3 4 5 6 8 9],[0 2 3 4 5 6 7 9],[0 1 2 3 4 5 6 7 9],[0 1 2 3 4 5 6 8 9],[0 1 2 3 4 5 6 8 10],[0 1 2 3 4 5 7 8 9],[0 1 2 3 4 5 7 8 10],[0 1 2 3 4 6 7 8 9],[0 1 2 3 4 6 7 8 10],[0 1 2 3 4 6 7 9 10],[0 1 2 3 5 6 7 8 10],[0 1 2 4 5 6 8 9 10],[0 1 2 3 4 5 6 7 8 9],[0 1 2 3 4 5 6 7 8 10],[0 1 2 3 4 5 6 7 9 10],[0 1 2 3 4 5 6 8 9 10],[0 1 2 3 4 5 7 8 9 10],[0 1 2 3 4 5 6 7 8 9 10],[0 1 2 3 4 5 6 7 8 9 10 11]
Op. 25 iii,52.69927536231874,22.685688405797105,2.3278985507246377,2.6403985507246377,3.0072463768115942,0.7472826086956521,3.6322463768115947,0.7246376811594202,0.41666666666666663,1.25,5.095108695652175,1.4945652173913042,0.43478260869565216,0,0,0,0,0,0.14492753623188404,0,0,0,0.20833333333333331,0,0,0,0,0,0.10416666666666666,0.43478260869565216,0.8695652173913043,2.432065217391304,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0.7472826086956521,0.43478260869565216,0,0,0,0,0,0,0,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43478260869565216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43478260869565216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43478260869565216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 26,468.7067307692325,78.60576923076931,24.506410256410255,29.969551282051288,21.599358974358967,37.198717948717935,8.514423076923075,7.0176282051282035,2.932692307692307,12.979166666666663,17.64903846153846,11.253205128205126,2.5849358974358974,1.9487179487179485,15.950320512820511,9.469551282051281,2.217948717948718,2.1474358974358974,24.416666666666668,7.217948717948719,0.7852564102564101,1.1538461538461537,19.298076923076927,1.0096153846153846,3.782051282051282,3.581730769230769,0.3846153846153846,1.7948717948717947,0.8974358974358974,12.298076923076922,8.291666666666668,4.903846153846154,3.94551282051282,10.118589743589743,1.0416666666666665,0.5769230769230769,0.5769230769230769,6.576923076923077,25.971153846153847,4.7756410256410255,6.288461538461538,1.8269230769230766,0.9615384615384615,0.8333333333333333,0.1923076923076923,0.6089743589743589,0.5769230769230769,0,0,0.3846153846153846,6.0,0.673076923076923,0,0.28846153846153844,0,0.7692307692307692,0.1923076923076923,2.2435897435897436,0,0,0.5769230769230769,0,1.1538461538461537,0,0.28846153846153844,0,0,0.1923076923076923,0,0.3846153846153846,0,0,0.5769230769230769,0.09615384615384615,0,0.28846153846153844,0,0.5769230769230769,0.5769230769230769,0.625,0.625,0,0.5769230769230769,0,0.28846153846153844,0.7692307692307692,0.28846153846153844,0,0,0,0.9134615384615384,0,0,0.3846153846153846,0,0,0,0,0,0,0.09615384615384615,0,0,1.1538461538461537,0,0,0,0,0,0.8653846153846153,0,0,0,0,0,0.5769230769230769,0.5769230769230769,0,0,0,0,0,0,0,0,0,0.8653846153846153,0,0.5769230769230769,0,0,0,0,0.1923076923076923,0,0,0,0.28846153846153844,0,0,0.7692307692307692,0,0.5769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0.5769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 27 i,71.75,27.0,13.5,3.0,3.0,1.5,6.5,1.75,0,0,0,0,9.0,0,0,1.5,0,0,0,0,2.0,0,0,0.5,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 27 ii,32.0,20.5,3.0,1.0,2.0,0.5,0,1.0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 27 iii,106.99709302325608,69.83720930232568,6.593023255813956,4.369186046511627,1.4738372093023255,2.25,0,0.3488372093023256,0,2.25,5.625,0,3.375,0,0,0,0,0,0,0,0,1.125,0,3.75,0,0,0,0,1.875,0.75,0.75,0,0,0,0.375,0,1.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 28 i,208.73571428571367,66.11818181818184,15.151298701298696,10.27142857142857,21.92012987012988,30.569480519480532,6.166233766233765,4.218831168831168,4.12077922077922,1.6071428571428572,11.84220779220779,8.42142857142857,3.877922077922078,3.6993506493506496,5.953896103896104,1.1357142857142857,2.2714285714285714,0.8116883116883117,4.3,0.6,0.6,0,0,0,0,0,1.6714285714285713,0,0,0,0,0,1.1357142857142857,0,2.2714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 28 ii,90.20357142857146,11.346428571428573,1.0714285714285714,2.142857142857143,2.4428571428571426,1.3714285714285714,4.742857142857142,1.875,0.3,2.835714285714286,2.978571428571428,0.8035714285714286,0.8357142857142856,8.728571428571428,3.6071428571428568,5.892857142857142,6.017857142857142,8.603571428571428,9.232142857142856,0,0,0,0,0,5.089285714285714,0,2.142857142857143,4.142857142857142,0,0,2.0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 28 iii,81.4071428571428,31.9428571428571,4.9714285714285715,6.314285714285717,6.642857142857142,5.328571428571429,6.503571428571432,1.6071428571428572,1.0714285714285714,3.214285714285714,2.4107142857142856,0.5357142857142857,1.0714285714285714,0,2.2928571428571427,1.0714285714285714,0.8035714285714286,0.5357142857142857,1.607142857142857,0,0,0,0,0,0,0,0,0,0,0,0.8035714285714286,0,0,0,1.0714285714285714,0,0,0,0,0,0,0,0,1.6071428571428572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 29 i,86.52173913043461,8.978260869565219,6.228260869565218,5.173913043478261,6.847826086956522,3.0543478260869565,6.41304347826087,1.434782608695652,1.3695652173913042,0.43478260869565216,3.2391304347826084,2.2391304347826084,0.6847826086956521,0,0.5,1.0,1.7391304347826086,0,1.934782608695652,0.43478260869565216,5.739130434782608,0,0.43478260869565216,0,0.43478260869565216,0,0.5,0.8695652173913043,0,0,0.5,0,0.8695652173913043,2.608695652173913,0,0,0,9.597826086956523,0,0,0,0.25,0,5.054347826086957,0,0,0,6.086956521739131,0,0.5,0.43478260869565216,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.43478260869565216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 29 ii,82.35833333333328,12.925000000000004,2.5416666666666665,5.375,3.0,3.2500000000000004,2.5000000000000004,1.875,2.0833333333333335,3.541666666666667,1.2916666666666667,0.45833333333333337,5.983333333333334,0.6666666666666667,3.1250000000000004,2.3333333333333335,0.625,1.25,3.3750000000000004,0.45833333333333337,0.4166666666666667,0.25,1.875,0,0.8333333333333334,0.625,1.0416666666666667,0.8333333333333334,0.4166666666666667,0.625,0.8333333333333334,1.8750000000000002,0.8333333333333334,0.35833333333333334,0.4166666666666667,0.4166666666666667,1.0416666666666667,1.0416666666666667,0.3,1.25,0.4166666666666667,1.4583333333333335,0.8333333333333334,0.8333333333333334,1.4583333333333333,0.4166666666666667,0.20833333333333334,0.8333333333333334,0.625,0,0.625,0,0,0,0,0.20833333333333334,0,0,0.4166666666666667,0,0,0.20833333333333334,0,0,0,0,0,0.20833333333333334,0,0,0,0,0,0.4166666666666667,0,0,0,0,0,0.20833333333333334,0.4166666666666667,0,0,0,0,0.4166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20833333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 29 iii,147.55769230769258,20.79230769230769,6.896153846153844,10.242307692307689,1.1538461538461537,8.044871794871792,1.7307692307692306,0.25,2.0307692307692307,1.7307692307692306,2.0307692307692307,3.384615384615384,3.134615384615384,1.7307692307692306,4.261538461538461,2.3076923076923075,2.453846153846154,0,2.3076923076923075,0.5769230769230769,1.692307692307692,1.7038461538461538,0.8769230769230769,0.55,1.7307692307692306,1.5769230769230769,2.0307692307692307,1.7307692307692306,3.1538461538461537,0,2.3076923076923075,0,2.5769230769230766,3.5769230769230766,4.184615384615384,0.5769230769230769,0,3.003846153846154,0.8769230769230769,3.216666666666667,2.3076923076923075,0.3,1.1538461538461537,0.5769230769230769,0.5769230769230769,0.5769230769230769,0,4.576923076923077,0,1.0,0.5769230769230769,1.1538461538461537,0.5769230769230769,0,0.3,0,0.5769230769230769,0,0.8769230769230769,0.5769230769230769,0,1.5769230769230769,0,0.5769230769230769,0.5769230769230769,0,0.5769230769230769,0.5769230769230769,0,0.5769230769230769,0.5769230769230769,1.5769230769230769,1.4102564102564101,0,0,0.3,0,0,0,1.7307692307692306,2.2435897435897436,0.3,0,0,0.3,1.1538461538461537,0,0,0,0,0,0,0,1.1538461538461537,0,0,0,0,0,1.1538461538461537,0,0,0,0,0,0,0,0.5769230769230769,0,0,0,0,0,0.5769230769230769,0.5769230769230769,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.5769230769230769,0,0,0.5769230769230769,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.3,0,0.5769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 30,268.9323891625616,82.49402709359603,14.058928571428574,14.333928571428576,7.137500000000001,5.177647783251232,4.732142857142857,3.9089285714285706,2.589285714285714,11.614285714285714,4.642857142857142,6.528571428571428,4.821428571428573,4.060714285714286,2.775,5.046428571428571,1.75,2.460714285714286,1.5,2.142857142857143,1.875,1.5714285714285714,0.3,1.4964285714285714,0,8.339285714285715,1.3178571428571428,1.6357142857142857,1.5357142857142856,3.589285714285714,1.939285714285714,2.107142857142857,0,0.5357142857142857,1.907142857142857,0,0,0.26785714285714285,5.582142857142856,0.6,0.26785714285714285,0,0.8999999999999999,1.0714285714285714,4.439285714285714,0.3,11.496428571428575,1.5714285714285714,0,0,0,0,0,1.2,0,0,0.5357142857142857,0,0,0.5357142857142857,0.5357142857142857,0,2.6714285714285713,3.7428571428571424,1.2,0,0.26785714285714285,0,0,0,1.0,0.3,0.9107142857142857,3.553571428571429,0,3.7499999999999996,0,0.5,2.946428571428571,0,0,0.6,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.6,3.375,0,2.1107142857142858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
Op. 31 i,60.63367026055713,40.05818819545236,2.857142857142857,1.0714285714285714,0,0.35714285714285715,0.5357142857142857,0,0,0,0,0.17857142857142858,0,0,0,0,0,0,0,0,0,0,0,0.7142857142857143,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35714285714285715,0,0,0,0,0,0,0,0.17857142857142858,0,0.125,0,0,1.4464285714285716,0,0,0,0,0.35714285714285715,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35714285714285715,0,0,0,3.6276798673025095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.153846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35714285714285715,1.153846153846154,0,0,0,0,0,0,2.9126373626373625,1.2,0,0,0.38461538461538464,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0
Op. 31 ii,116.07142857142853,36.428571428571445,11.071428571428573,12.857142857142852,8.214285714285712,7.857142857142855,8.57142857142857,1.4285714285714286,1.7857142857142858,3.2142857142857144,2.857142857142857,3.2142857142857144,3.2142857142857144,1.0714285714285714,3.928571428571429,3.2142857142857144,1.4285714285714286,1.4285714285714286,0,0.35714285714285715,0,0,0,0.35714285714285715,0,0,0,0,0,0,0.35714285714285715,1.0714285714285714,0,0,0.7142857142857143,0,0,0,0.35714285714285715,0,0,0.35714285714285715,0,0,0.35714285714285715,0,0,0,0.35714285714285715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 31 iii,84.87857142857135,18.95714285714287,1.1928571428571428,4.8999999999999995,4.35,2.442857142857143,2.9214285714285713,0.6571428571428571,0,2.507142857142857,1.4928571428571429,0.7142857142857143,1.3714285714285712,0.47857142857142854,1.9714285714285715,1.3142857142857143,2.7499999999999996,0.3,3.0428571428571427,0.17857142857142858,0.3,0.3,1.3714285714285714,0.7142857142857143,0,0.35714285714285715,1.6428571428571428,0.9571428571428571,0.35714285714285715,0.35714285714285715,0.9571428571428572,0.8071428571428572,0,0,0,0,0,0.9571428571428571,0.7142857142857143,0.9,0.32857142857142857,2.1214285714285714,0.35714285714285715,1.3785714285714286,0.8928571428571429,0.35714285714285715,0.6857142857142857,1.2857142857142858,0,0,0.3,1.5214285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0.44999999999999996,0,0.32857142857142857,0,0,0.35714285714285715,0,0,0.8071428571428572,0.3,0,0,0,0,1.3142857142857143,1.107142857142857,0,0,0.15,0.17857142857142858,1.1357142857142857,1.1071428571428572,0.35714285714285715,0.17857142857142858,0.7142857142857143,0.3,0,0,0.35714285714285715,0.44999999999999996,0,0,0.3,0,0,0,0,0,0,0.35714285714285715,0.3,0,0,0,0,0,0,0,0.7142857142857143,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0.17857142857142858,0,0.35714285714285715,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35714285714285715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17857142857142858,0,0,0,0,0,0,0.17857142857142858,0,0,0,0,0,0
Op. 31 iv,41.07142857142853,21.71428571428572,0.5,1.3571428571428572,0.5,0.5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5714285714285716,0,0,0,0,0,0,0,1.0,0,0,3.857142857142857,0,0,0.5,0,0,0,0.5,0,0,1.8571428571428572,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0.5,0.8571428571428572,0,0,0.35714285714285715,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
