Duration,[0],[0 1],[0 2],[0 3],[0 4],[0 5],[0 6],[0 1 2],[0 1 3],[0 1 4],[0 1 5],[0 1 6],[0 2 4],[0 2 5],[0 2 6],[0 2 7],[0 3 6],[0 3 7],[0 4 8],[0 1 2 3],[0 1 2 4],[0 1 2 5],[0 1 2 6],[0 1 2 7],[0 1 3 4],[0 1 3 5],[0 1 3 6],[0 1 3 7],[0 1 4 5],[0 1 4 6],[0 1 4 7],[0 1 4 8],[0 1 5 6],[0 1 5 7],[0 1 5 8],[0 1 6 7],[0 2 3 5],[0 2 3 6],[0 2 3 7],[0 2 4 6],[0 2 4 7],[0 2 4 8],[0 2 5 7],[0 2 5 8],[0 2 6 8],[0 3 4 7],[0 3 5 8],[0 3 6 9],[0 1 2 3 4],[0 1 2 3 5],[0 1 2 3 6],[0 1 2 3 7],[0 1 2 4 5],[0 1 2 4 6],[0 1 2 4 7],[0 1 2 4 8],[0 1 2 5 6],[0 1 2 5 7],[0 1 2 5 8],[0 1 2 6 7],[0 1 2 6 8],[0 1 3 4 6],[0 1 3 4 7],[0 1 3 4 8],[0 1 3 5 6],[0 1 3 5 7],[0 1 3 5 8],[0 1 3 6 7],[0 1 3 6 8],[0 1 3 6 9],[0 1 3 7 8],[0 1 4 5 7],[0 1 4 5 8],[0 1 4 6 8],[0 1 4 6 9],[0 1 4 7 8],[0 2 3 4 6],[0 2 3 4 7],[0 2 3 5 7],[0 2 3 5 8],[0 2 3 6 8],[0 2 4 5 8],[0 2 4 6 8],[0 2 4 6 9],[0 2 4 7 9],[0 3 4 5 8],[0 1 2 3 4 5],[0 1 2 3 4 6],[0 1 2 3 4 7],[0 1 2 3 4 8],[0 1 2 3 5 6],[0 1 2 3 5 7],[0 1 2 3 5 8],[0 1 2 3 6 7],[0 1 2 3 6 8],[0 1 2 3 6 9],[0 1 2 3 7 8],[0 1 2 4 5 6],[0 1 2 4 5 7],[0 1 2 4 5 8],[0 1 2 4 6 7],[0 1 2 4 6 8],[0 1 2 4 6 9],[0 1 2 4 7 8],[0 1 2 4 7 9],[0 1 2 5 6 7],[0 1 2 5 6 8],[0 1 2 5 6 9],[0 1 2 5 7 8],[0 1 2 5 7 9],[0 1 2 6 7 8],[0 1 3 4 5 7],[0 1 3 4 5 8],[0 1 3 4 6 7],[0 1 3 4 6 8],[0 1 3 4 6 9],[0 1 3 4 7 8],[0 1 3 4 7 9],[0 1 3 5 6 8],[0 1 3 5 6 9],[0 1 3 5 7 8],[0 1 3 5 7 9],[0 1 3 5 8 9],[0 1 3 6 7 9],[0 1 3 6 8 9],[0 1 4 5 6 8],[0 1 4 5 8 9],[0 1 4 6 7 9],[0 2 3 4 5 7],[0 2 3 4 5 8],[0 2 3 4 6 8],[0 2 3 4 6 9],[0 2 3 5 6 8],[0 2 3 5 7 9],[0 2 4 5 7 9],[0 2 4 6 8 10],[0 1 2 3 4 5 6],[0 1 2 3 4 5 7],[0 1 2 3 4 5 8],[0 1 2 3 4 6 7],[0 1 2 3 4 6 8],[0 1 2 3 4 6 9],[0 1 2 3 4 7 8],[0 1 2 3 4 7 9],[0 1 2 3 5 6 7],[0 1 2 3 5 6 8],[0 1 2 3 5 6 9],[0 1 2 3 5 7 8],[0 1 2 3 5 7 9],[0 1 2 3 5 8 9],[0 1 2 3 6 7 8],[0 1 2 3 6 7 9],[0 1 2 4 5 6 8],[0 1 2 4 5 6 9],[0 1 2 4 5 7 8],[0 1 2 4 5 7 9],[0 1 2 4 5 8 9],[0 1 2 4 6 7 8],[0 1 2 4 6 7 9],[0 1 2 4 6 8 9],[0 1 2 4 6 8 10],[0 1 2 4 7 8 9],[0 1 2 5 6 8 9],[0 1 3 4 5 6 8],[0 1 3 4 5 7 8],[0 1 3 4 5 7 9],[0 1 3 4 6 7 9],[0 1 3 4 6 8 9],[0 1 3 4 6 8 10],[0 1 3 5 6 7 9],[0 1 3 5 6 8 10],[0 2 3 4 5 6 8],[0 2 3 4 5 7 9],[0 2 3 4 6 7 9],[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 8],[0 1 2 3 4 5 6 9],[0 1 2 3 4 5 7 8],[0 1 2 3 4 5 7 9],[0 1 2 3 4 5 8 9],[0 1 2 3 4 6 7 8],[0 1 2 3 4 6 7 9],[0 1 2 3 4 6 8 9],[0 1 2 3 4 6 8 10],[0 1 2 3 4 7 8 9],[0 1 2 3 5 6 7 8],[0 1 2 3 5 6 7 9],[0 1 2 3 5 6 8 9],[0 1 2 3 5 6 8 10],[0 1 2 3 5 7 8 9],[0 1 2 3 5 7 8 10],[0 1 2 3 6 7 8 9],[0 1 2 4 5 6 7 9],[0 1 2 4 5 6 8 9],[0 1 2 4 5 6 8 10],[0 1 2 4 5 7 8 9],[0 1 2 4 5 7 8 10],[0 1 2 4 5 7 9 10],[0 1 2 4 6 7 8 10],[0 1 3 4 5 6 7 9],[0 1 3 4 5 6 8 9],[0 2 3 4 5 6 7 9],[0 1 2 3 4 5 6 7 9],[0 1 2 3 4 5 6 8 9],[0 1 2 3 4 5 6 8 10],[0 1 2 3 4 5 7 8 9],[0 1 2 3 4 5 7 8 10],[0 1 2 3 4 6 7 8 9],[0 1 2 3 4 6 7 8 10],[0 1 2 3 4 6 7 9 10],[0 1 2 3 5 6 7 8 10],[0 1 2 4 5 6 8 9 10],[0 1 2 3 4 5 6 7 8 9],[0 1 2 3 4 5 6 7 8 10],[0 1 2 3 4 5 6 7 9 10],[0 1 2 3 4 5 6 8 9 10],[0 1 2 3 4 5 7 8 9 10],[0 1 2 3 4 5 6 7 8 9 10],[0 1 2 3 4 5 6 7 8 9 10 11]
Op. 12 ii,70.8,7.416666666666666,0.7,0.2,0.5,1.0,0.95,0.2,0.5,0.16666666666666666,0.6166666666666667,1.0,1.9999999999999998,0.5,0.16666666666666666,0.49999999999999994,0,0.16666666666666666,1.25,0.25,0,0.7,0.5,0,1.25,0.2,0.5,0.75,1.5833333333333335,2.0,2.4166666666666665,3.6666666666666665,2.3,1.5833333333333333,3.0,0,2.75,0,0.75,0,0.25,0.2,1.4833333333333334,0,0.75,0.5,0,0.08333333333333333,0.16666666666666666,0,0,0.3333333333333333,0.75,0,0,1.0,0.5,0,0.5,0.08333333333333333,2.0833333333333335,1.5,0,0.5,0,0.16666666666666666,0.5,0.5,1.1666666666666667,0.8333333333333333,0.5,0.6666666666666666,0.75,3.0,0.3333333333333333,1.5,1.0,0,0,0.5,0.25,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0,0.5,0,0,0,0.8333333333333333,0,0.6666666666666666,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.6666666666666666,0,0.5,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 12 iii,57.19285714285718,10.119047619047613,1.6666666666666667,0.4761904761904762,1.9047619047619049,2.0238095238095237,0.9126984126984128,0.6349206349206349,0,0,0.9523809523809524,0.9523809523809524,0.7142857142857143,0,0,0.2380952380952381,0.07936507936507936,0,0.2380952380952381,0,0,0.2380952380952381,0.35714285714285715,0.7142857142857143,0.9523809523809524,0.2380952380952381,0.11904761904761905,0.2380952380952381,0.2380952380952381,1.8785714285714286,0.35714285714285715,0.5952380952380952,0.2380952380952381,0.9523809523809524,0.4761904761904762,0.2380952380952381,0,0,0.4761904761904762,0.31746031746031744,0.9523809523809524,0,0,0,0,0.4761904761904762,0.7936507936507937,0.4761904761904762,0,0,0,0.6,0.2380952380952381,0,1.0761904761904761,0,0.2380952380952381,0.4761904761904762,0.4761904761904762,0,0.4761904761904762,0.9523809523809524,1.0761904761904761,0.8380952380952381,0,0.2380952380952381,0.7142857142857143,0,1.6666666666666667,0.4761904761904762,0.4761904761904762,0.2380952380952381,0.2380952380952381,0.2380952380952381,0.7142857142857143,0,1.1904761904761905,0.2380952380952381,0,0.4761904761904762,0.7142857142857143,0.6,0.6,0.9523809523809524,0,0,0,0,0.2380952380952381,0.2380952380952381,0.2380952380952381,0.2380952380952381,1.2,0,0,0,0,0,0,0,0.6,0.2380952380952381,0,0,0,0,0,0,0,0.6,0,0,0.2380952380952381,0.2380952380952381,0,0.2380952380952381,0,0.2380952380952381,0,0.2380952380952381,0,0,0.2380952380952381,0,0,0,0,0.11904761904761905,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0.6,0,0,0,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 12 iv,37.249999999999986,9.757575757575758,0.5,0.22727272727272727,0.6818181818181818,1.4545454545454546,0.22727272727272727,0,0,0.5,1.1363636363636362,0.7272727272727273,0.6818181818181818,0.11363636363636363,1.4772727272727273,0.6818181818181818,0,0.45454545454545453,0,0,0,0.4772727272727273,0.22727272727272727,0,0,0.9166666666666667,0,1.7272727272727273,0.5,0.22727272727272727,0.5,1.1666666666666665,0,0,0,0,0.22727272727272727,0.25,1.5,0,0.22727272727272727,0,0,0,0,0,0.22727272727272727,0,0,0,0.22727272727272727,0,0,0.5,1.1363636363636362,0.22727272727272727,0.9545454545454546,0.22727272727272727,0.9545454545454546,0.25,0,0.22727272727272727,0.5,0.7272727272727273,0,0,0.7272727272727273,0,0,0,0.5,0,0.22727272727272727,0.22727272727272727,0,0.5,0.4772727272727273,0.6818181818181818,0,0.5,0,0.22727272727272727,0,0.45454545454545453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 13 i,87.65075757575752,16.400631313131314,2.7515151515151515,1.8844696969696968,1.6181818181818182,2.196969696969697,2.90479797979798,2.2888888888888888,0,0.6083333333333333,0.8,0.4583333333333333,0.75,0.0625,0.5874999999999999,0.5041666666666667,0.125,0,0.275,0,0.6666666666666666,0.25,0,3.3388888888888895,0.375,0.6818181818181818,0.4166666666666667,0.2875,0,0.6818181818181818,0.9875,0.3,1.2545454545454544,1.0277777777777777,0.8,0.020833333333333332,0,0,0.6625,0.16666666666666666,0,0.2125,0,0.5,0.15,0.125,1.7068181818181818,0.4,0,1.8333333333333333,1.15,1.75,0.8318181818181818,1.3833333333333333,0,0.25,0.15,2.3833333333333333,0.8875,0.375,2.6999999999999997,0.5416666666666666,0.15,0.44999999999999996,0,0.125,0.3375,0.5,0.44999999999999996,1.1818181818181817,0.15,0.375,1.2999999999999998,0.5272727272727272,0,3.466666666666667,0.6742424242424242,0,0.25,0.15,0,0.3375,0.44999999999999996,0,0.0625,0,0.4666666666666667,0.6666666666666666,0,0.5,0.5,0.0625,0.125,0.25,1.05,0.25,0.125,0,0,0.125,0.3,0.0625,0.15,0,0,0.5,0,0.15,0.5,0.5833333333333333,0,0,0.375,0,0,0,0.5,0.3,0.65,0.0625,0,0,0,0.3409090909090909,0,0.3409090909090909,0.0625,0.7954545454545454,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11363636363636362,0,0,0,0,0,0,0.3409090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 13 ii,50.85000000000012,17.221428571428568,3.8333333333333335,1.4714285714285715,0.8357142857142857,2.507142857142857,5.121428571428571,2.9904761904761905,0.5952380952380951,0.6547619047619048,2.871428571428571,0.17857142857142855,0.23809523809523808,0,0.17857142857142858,0,0,0.11904761904761904,0,0,0.23809523809523808,0,0.17857142857142858,0.11904761904761904,0,0.5976190476190476,0.6547619047619048,0,0,0.7142857142857143,0.11904761904761904,0.5357142857142857,1.2547619047619047,0,0.47619047619047616,0,0.35714285714285715,0.17857142857142858,0,0,0,0,0,0,0.23809523809523808,0,0,0,0,0,0,0,0,0.47619047619047616,0.35714285714285715,0.11904761904761904,0.17857142857142858,0,0,0.23809523809523808,0.47619047619047616,0,0,0,0,0,0,0,0.11904761904761904,0,0,0.05952380952380952,0.47619047619047616,0.11904761904761904,0,0,0,0,0,0,0,0,0.23809523809523808,0,0,0,0.3571428571428571,0,0,0,0,0.23809523809523808,0,0,0,0,0,0,0.47619047619047616,0,0,0,0,0.19999999999999998,0,0,0,0.09999999999999999,0,0.5952380952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23809523809523808,0,0,0,0,0,0,0.47619047619047616,0,0,0,0,0,0,0,0,0,0,0,0,0.11904761904761904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23809523809523808,0,0,0,0,0,0,0,0,0,0.11904761904761904,0,0,0,0,0,0.3571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 13 iii,46.32575757575756,6.590909090909088,3.030303030303029,0.22727272727272727,0.8333333333333333,1.0606060606060606,1.0227272727272727,0.22727272727272727,0.7196969696969696,0.3787878787878788,0.9848484848484848,0.7196969696969697,4.393939393939394,0.3787878787878788,0.22727272727272724,0.22727272727272727,0.1515151515151515,0,0.18939393939393936,0.11363636363636363,0.07575757575757575,0.07575757575757575,0.6818181818181818,1.6666666666666665,0.3409090909090909,0.1515151515151515,0.07575757575757575,1.25,0.22727272727272727,0.606060606060606,0.8712121212121211,0.6818181818181817,1.212121212121212,1.4015151515151514,0.9090909090909091,0,0.22727272727272724,0.11363636363636363,0.45454545454545453,0.11363636363636363,0,0.4545454545454545,0,0.07575757575757575,0.11363636363636362,0.11363636363636363,0.606060606060606,0,0,0,0,0,0.303030303030303,0.45454545454545453,0.3787878787878788,0.22727272727272727,0,0.7575757575757576,0.22727272727272724,0,0.909090909090909,0,0.3787878787878788,0.07575757575757575,0,0.22727272727272727,0,0.1515151515151515,0.1515151515151515,0.4545454545454545,0,0.303030303030303,0.7575757575757575,0.303030303030303,0,0,0.1515151515151515,0,0.37878787878787873,0.606060606060606,0,0,0.07575757575757575,0,0,0.07575757575757575,0.303030303030303,0,0,0.303030303030303,0,0,0,0.22727272727272727,0,0,0,0,0,0,0.22727272727272727,0.22727272727272727,0,0,0,0,0.22727272727272727,0.22727272727272727,0.1515151515151515,0,0.45454545454545453,0,0.13636363636363635,0,0,0,0,0.45454545454545453,0.45454545454545453,0,0.45454545454545453,0,0,0,0,0.22727272727272727,0.22727272727272727,0,0,0.303030303030303,0,0,0,0,0,0,0,0,0.1515151515151515,0,0.1515151515151515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 13 iv,95.65357142857162,19.330952380952382,5.610714285714285,4.297619047619048,4.621428571428571,4.685714285714286,6.608333333333333,2.542857142857143,0.9523809523809522,0.35119047619047616,1.827380952380952,1.5476190476190474,3.1071428571428568,1.107142857142857,2.8333333333333335,1.9523809523809523,0.3571428571428571,1.107142857142857,2.5297619047619047,0.3571428571428571,0,0,0,0.6904761904761905,0.17857142857142855,0.3333333333333333,0.5357142857142857,2.2857142857142856,1.0238095238095237,0,0.34523809523809523,1.4285714285714284,1.2142857142857142,0,1.0714285714285712,1.0714285714285714,0,0.16666666666666666,1.0357142857142858,0,0.3333333333333333,0.16666666666666666,0.26785714285714285,0,2.607142857142857,0.3333333333333333,0,0,0.08333333333333333,0,0.3,0,0,0,0,0.17857142857142855,0,0.17857142857142855,0,0,0.5357142857142857,0,0.6,0.3571428571428571,0,0.7142857142857143,0,0,1.0357142857142856,0,0.3571428571428571,0.6,0.26785714285714285,1.0,0.5,0,0.17857142857142855,0,0,0,0,1.25,0.4464285714285714,0,0,0,0,0,0,0,0,0.19999999999999998,0,0,0.6,0,0,0.3571428571428571,0,0,0,1.2,0,0,0,0,0,0,0.5357142857142857,0,0,0,0,0.7999999999999999,1.2,0.19999999999999998,0,0,0,0,0.5357142857142857,0,0,0.26785714285714285,0,0,0,0,0.3571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 14 i,67.32638888888891,15.138888888888882,3.197420634920636,1.5376984126984126,4.459325396825397,3.561507936507937,4.4603174603174605,1.2013888888888888,1.3541666666666665,1.5625,1.5148809523809526,2.574404761904762,3.3283730158730163,0,1.6269841269841268,0.3630952380952381,1.0803571428571428,1.4087301587301586,3.5248015873015874,0.43154761904761907,0,0.45238095238095244,1.4632936507936507,0.4732142857142857,0.11904761904761904,0.11904761904761904,0.5208333333333333,0.10416666666666666,0.7569444444444444,0.11904761904761904,0.40674603174603174,1.2896825396825395,0.3125,0,0.15873015873015872,1.0416666666666665,0,0.23809523809523808,1.25,0.26686507936507936,0.10416666666666666,0,0.20833333333333331,0,0.32738095238095233,0,0.41666666666666663,0,0,0,0,0,0.625,0,0,0.20833333333333331,0,1.25,0,0,1.25,0,0,0,0,0,0,0,0,0.4166666666666667,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11904761904761904,0,0,0.11904761904761904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11904761904761904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11904761904761904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 14 ii,58.547619047619015,12.86139455782313,3.5416666666666665,0.619047619047619,1.1197278911564625,0.9965986394557823,1.3465986394557823,0.8006802721088434,1.0,0.6666666666666666,2.208333333333333,1.7500000000000002,1.3571428571428572,0,1.4666666666666668,0.375,0.125,0.8928571428571428,1.5,0.25,0.625,1.125,1.125,1.375,0,0.5833333333333334,2.408333333333333,1.101190476190476,0.9166666666666666,0.625,1.2678571428571428,1.375,0.625,1.6517857142857144,0.75,0.25,0,0,1.119047619047619,0.8125,0,0.4583333333333333,0,0,0.5,0,0.8690476190476191,0.41666666666666663,0,0,0,0.26190476190476186,0,0.1738095238095238,0,0,0,0.4553571428571429,0,0,0,0,0,0,0.25,0,0.16666666666666666,0.375,0,0,0.25,0.5,0.4375,0.047619047619047616,0.16666666666666666,0,0,0,0.1,0.16666666666666666,0,0,0.07142857142857142,0,0.375,0,0.14285714285714285,0,0,0,0.5,0,0.25,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 14 iii,46.22826086956526,6.474637681159421,3.45018115942029,1.2264492753623188,3.116847826086957,2.2481884057971016,3.3876811594202905,0.6041666666666666,0.8605072463768115,0.4375,2.030797101449276,1.63768115942029,2.9030797101449277,0.21739130434782608,0.529891304347826,1.0570652173913044,0.23369565217391303,0.9021739130434782,1.5824275362318838,0.20833333333333331,0.10869565217391304,0.32608695652173914,1.1956521739130435,0.19202898550724637,0.9782608695652175,0,0,0.7771739130434783,1.0090579710144927,0.7681159420289855,0.10869565217391304,0.31702898550724634,0.8677536231884058,0.5,0.5090579710144927,0.10869565217391304,0.5760869565217391,0,0.10869565217391304,0.38405797101449274,0,0.041666666666666664,0,0.25,1.0,0.08333333333333333,0.40942028985507245,0,0,0,0,0,0.125,0.125,0,0,0,0,0,0.5208333333333333,0,0,0,0.125,0,0,0,0,0,0,0,0.4583333333333333,0.125,0.0625,0,0.3333333333333333,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 14 iv,70.9166666666667,2.0416666666666665,1.9583333333333333,1.1666666666666665,2.270833333333333,1.2708333333333333,0.8333333333333333,0.7638888888888888,0.08333333333333333,2.2708333333333335,3.2083333333333335,3.2430555555555554,1.6805555555555554,0.9791666666666667,2.4583333333333335,4.5694444444444455,1.4305555555555556,2.458333333333333,2.923611111111111,0.6041666666666666,0.08333333333333333,2.0208333333333335,2.243055555555556,0.9861111111111112,0.16666666666666666,0.25,1.4166666666666665,2.8750000000000004,1.2499999999999998,1.9791666666666665,0.9374999999999999,2.0486111111111107,1.6666666666666665,1.7291666666666665,0.861111111111111,0.7708333333333334,0.8333333333333333,0.625,1.6666666666666663,1.625,0.16666666666666666,2.229166666666667,1.1666666666666665,0.16666666666666666,2.708333333333333,0.41666666666666663,1.3125,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 14 v,24.364827201783754,4.767976588628763,1.2168338907469343,1.3258082497212933,0.5032051282051282,1.120958751393534,0.14423076923076922,0.657051282051282,0.3173076923076923,1.044035674470457,1.8324972129319952,1.1314102564102562,1.2788461538461537,0.22756410256410253,0.8108974358974359,0.5673076923076923,0.14423076923076922,0.5384615384615384,1.1305741360089185,0,0.08333333333333333,0.18589743589743588,0.32608695652173914,0.5183946488294314,0.125,0,0.09615384615384615,0.21474358974358973,0.25,0.25,0.5961538461538461,0.3782051282051282,0.3173076923076923,0.041666666666666664,0.125,0.1923076923076923,0.08333333333333333,0,0.14423076923076922,0,0,0.25,0.3589743589743589,0,0.46739130434782605,0,0.125,0.25905797101449274,0.21739130434782608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 14 vi,30.944444444444432,4.944444444444444,2.2777777777777777,0.5833333333333333,1.5694444444444444,1.222222222222222,2.569444444444444,1.1944444444444442,0.16666666666666666,0.7916666666666667,0.3333333333333333,1.1666666666666665,2.0972222222222223,0,0.25,0,0.1111111111111111,0.8333333333333333,0.8333333333333333,0,0.041666666666666664,0.25,0.16666666666666666,0,0.8333333333333333,0.08333333333333333,0.25,0.25,0.16666666666666666,0.16666666666666666,0.25,0.5833333333333333,0.25,0.08333333333333333,0.25,0.3333333333333333,0.041666666666666664,0,0.75,0.08333333333333333,0,0.041666666666666664,0,0,0.5,0,0.2916666666666667,0,0,0,0.3333333333333333,0,0,0.3333333333333333,0,0,0.25,0.08333333333333333,0,0.3333333333333333,0,0,0.3333333333333333,0.75,0.16666666666666666,0.25,0,0,0,0,0.08333333333333333,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.25,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
